Date,Open,High,Low,Close,Adj Close,Volume,Airline
2024-08-01,8.170000076293945,8.170000076293945,7.835999965667725,7.926000118255615,7.926000118255615,1473798.0,KLM
2024-08-01,5.708000183105469,5.797999858856201,5.5879998207092285,5.6539998054504395,5.6539998054504395,7842242.0,Lufthansa
2024-08-01,293.0,298.25,293.0,297.5,297.5,21064407.0,Turkish
2024-08-02,7.923999786376953,7.973999977111816,7.788000106811523,7.943999767303467,7.943999767303467,1538347.0,KLM
2024-08-02,5.619999885559082,5.6620001792907715,5.492000102996826,5.561999797821045,5.561999797821045,7692759.0,Lufthansa
2024-08-02,292.5,293.75,288.25,291.5,291.5,19507021.0,Turkish
2024-08-03,7.923999786376953,7.973999977111816,7.788000106811523,7.943999767303467,7.943999767303467,1538347.0,KLM
2024-08-03,5.619999885559082,5.6620001792907715,5.492000102996826,5.561999797821045,5.561999797821045,7692759.0,Lufthansa
2024-08-03,292.5,293.75,288.25,291.5,291.5,19507021.0,Turkish
2024-08-04,7.923999786376953,7.973999977111816,7.788000106811523,7.943999767303467,7.943999767303467,1538347.0,KLM
2024-08-04,5.619999885559082,5.6620001792907715,5.492000102996826,5.561999797821045,5.561999797821045,7692759.0,Lufthansa
2024-08-04,292.5,293.75,288.25,291.5,291.5,19507021.0,Turkish
2024-08-05,7.736000061035156,7.826000213623047,7.4120001792907715,7.745999813079834,7.745999813079834,1602910.0,KLM
2024-08-05,5.426000118255615,5.659999847412109,5.383999824523926,5.604000091552734,5.604000091552734,8006944.0,Lufthansa
2024-08-05,271.25,280.75,271.25,277.0,277.0,33305862.0,Turkish
2024-08-06,7.803999900817871,7.883999824523926,7.642000198364258,7.831999778747559,7.831999778747559,710273.0,KLM
2024-08-06,5.671999931335449,5.71999979019165,5.5879998207092285,5.664000034332275,5.664000034332275,3516227.0,Lufthansa
2024-08-06,289.0,289.0,279.5,279.5,279.5,34068451.0,Turkish
2024-08-07,7.9120001792907715,7.915999889373779,7.73199987411499,7.76200008392334,7.76200008392334,694034.0,KLM
2024-08-07,5.699999809265137,5.71999979019165,5.619999885559082,5.6579999923706055,5.6579999923706055,3920864.0,Lufthansa
2024-08-07,282.5,300.0,282.5,298.0,298.0,41782573.0,Turkish
2024-08-08,7.73199987411499,7.75600004196167,7.619999885559082,7.642000198364258,7.642000198364258,755346.0,KLM
2024-08-08,5.670000076293945,5.670000076293945,5.564000129699707,5.578000068664551,5.578000068664551,3786472.0,Lufthansa
2024-08-08,298.0,305.75,297.5,302.0,302.0,32386073.0,Turkish
2024-08-09,7.670000076293945,7.909999847412109,7.670000076293945,7.691999912261963,7.691999912261963,699454.0,KLM
2024-08-09,5.610000133514404,5.699999809265137,5.5879998207092285,5.610000133514404,5.610000133514404,3558680.0,Lufthansa
2024-08-09,306.5,308.0,300.5,301.75,301.75,25010646.0,Turkish
2024-08-10,7.670000076293945,7.909999847412109,7.670000076293945,7.691999912261963,7.691999912261963,699454.0,KLM
2024-08-10,5.610000133514404,5.699999809265137,5.5879998207092285,5.610000133514404,5.610000133514404,3558680.0,Lufthansa
2024-08-10,306.5,308.0,300.5,301.75,301.75,25010646.0,Turkish
2024-08-11,7.670000076293945,7.909999847412109,7.670000076293945,7.691999912261963,7.691999912261963,699454.0,KLM
2024-08-11,5.610000133514404,5.699999809265137,5.5879998207092285,5.610000133514404,5.610000133514404,3558680.0,Lufthansa
2024-08-11,306.5,308.0,300.5,301.75,301.75,25010646.0,Turkish
2024-08-12,7.73199987411499,7.76200008392334,7.570000171661377,7.656000137329102,7.656000137329102,565146.0,KLM
2024-08-12,5.611999988555908,5.638000011444092,5.541999816894531,5.541999816894531,5.541999816894531,2485151.0,Lufthansa
2024-08-12,305.0,306.75,299.0,300.25,300.25,27721724.0,Turkish
2024-08-13,7.6579999923706055,7.673999786376953,7.432000160217285,7.6020002365112305,7.6020002365112305,766279.0,KLM
2024-08-13,5.559999942779541,5.599999904632568,5.458000183105469,5.526000022888184,5.526000022888184,3424089.0,Lufthansa
2024-08-13,300.25,300.75,292.25,297.75,297.75,26412277.0,Turkish
2024-08-14,7.730000019073486,7.794000148773193,7.546000003814697,7.610000133514404,7.610000133514404,751218.0,KLM
2024-08-14,5.558000087738037,5.618000030517578,5.5320000648498535,5.547999858856201,5.547999858856201,2964402.0,Lufthansa
2024-08-14,299.25,301.5,291.5,291.75,291.75,18953889.0,Turkish
2024-08-15,7.593999862670898,7.834000110626221,7.519999980926514,7.74399995803833,7.74399995803833,964646.0,KLM
2024-08-15,5.556000232696533,5.625999927520752,5.510000228881836,5.579999923706055,5.579999923706055,3267790.0,Lufthansa
2024-08-15,291.75,291.75,282.75,288.5,288.5,34055805.0,Turkish
2024-08-16,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0,KLM
2024-08-16,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881.0,Lufthansa
2024-08-16,296.0,299.25,292.5,293.5,293.5,38799466.0,Turkish
2024-08-17,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0,KLM
2024-08-17,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881.0,Lufthansa
2024-08-17,296.0,299.25,292.5,293.5,293.5,38799466.0,Turkish
2024-08-18,7.78000020980835,7.800000190734863,7.668000221252441,7.75,7.75,587048.0,KLM
2024-08-18,5.599999904632568,5.616000175476074,5.546000003814697,5.556000232696533,5.556000232696533,2802881.0,Lufthansa
2024-08-18,296.0,299.25,292.5,293.5,293.5,38799466.0,Turkish
2024-08-19,7.783999919891357,7.857999801635742,7.5960001945495605,7.604000091552734,7.604000091552734,1295234.0,KLM
2024-08-19,5.559999942779541,5.676000118255615,5.558000087738037,5.605999946594238,5.605999946594238,3818527.0,Lufthansa
2024-08-19,295.5,298.0,292.0,297.0,297.0,26825619.0,Turkish
2024-08-20,7.644000053405762,7.771999835968018,7.535999774932861,7.556000232696533,7.556000232696533,961875.0,KLM
2024-08-20,5.639999866485596,5.671999931335449,5.5879998207092285,5.610000133514404,5.610000133514404,0.0,Lufthansa
2024-08-20,296.5,303.25,295.75,299.75,299.75,34477472.0,Turkish
2024-08-21,7.561999797821045,7.75600004196167,7.53000020980835,7.576000213623047,7.576000213623047,882055.0,KLM
2024-08-21,5.6020002365112305,5.671999931335449,5.5879998207092285,5.616000175476074,5.616000175476074,2028633.0,Lufthansa
2024-08-21,299.75,303.0,296.25,297.75,297.75,23463737.0,Turkish
2024-08-22,7.579999923706055,7.659999847412109,7.489999771118164,7.515999794006348,7.515999794006348,778334.0,KLM
2024-08-22,5.599999904632568,5.6579999923706055,5.593999862670898,5.593999862670898,5.593999862670898,1886012.0,Lufthansa
2024-08-22,300.0,301.5,294.5,294.5,294.5,24952855.0,Turkish
2024-08-23,7.51200008392334,7.670000076293945,7.5,7.644000053405762,7.644000053405762,823201.0,KLM
2024-08-23,5.616000175476074,5.703999996185303,5.613999843597412,5.696000099182129,5.696000099182129,3023223.0,Lufthansa
2024-08-23,294.75,299.0,291.0,295.0,295.0,31205050.0,Turkish
2024-08-24,7.51200008392334,7.670000076293945,7.5,7.644000053405762,7.644000053405762,823201.0,KLM
2024-08-24,5.616000175476074,5.703999996185303,5.613999843597412,5.696000099182129,5.696000099182129,3023223.0,Lufthansa
2024-08-24,294.75,299.0,291.0,295.0,295.0,31205050.0,Turkish
2024-08-25,7.51200008392334,7.670000076293945,7.5,7.644000053405762,7.644000053405762,823201.0,KLM
2024-08-25,5.616000175476074,5.703999996185303,5.613999843597412,5.696000099182129,5.696000099182129,3023223.0,Lufthansa
2024-08-25,294.75,299.0,291.0,295.0,295.0,31205050.0,Turkish
2024-08-26,7.659999847412109,7.685999870300293,7.558000087738037,7.659999847412109,7.659999847412109,634574.0,KLM
2024-08-26,5.708000183105469,5.7179999351501465,5.6620001792907715,5.671999931335449,5.671999931335449,1844862.0,Lufthansa
2024-08-26,296.5,297.25,288.75,288.75,288.75,22083752.0,Turkish
2024-08-27,7.659999847412109,7.889999866485596,7.630000114440918,7.820000171661377,7.820000171661377,1430633.0,KLM
2024-08-27,5.691999912261963,5.875999927520752,5.691999912261963,5.788000106811523,5.788000106811523,5012018.0,Lufthansa
2024-08-27,288.75,298.25,287.75,297.75,297.75,25541295.0,Turkish
2024-08-28,7.840000152587891,7.900000095367432,7.75,7.803999900817871,7.803999900817871,643112.0,KLM
2024-08-28,5.803999900817871,5.826000213623047,5.765999794006348,5.796000003814697,5.796000003814697,2729356.0,Lufthansa
2024-08-28,297.75,304.5,297.5,302.25,302.25,29852124.0,Turkish
2024-08-29,7.797999858856201,7.99399995803833,7.796000003814697,7.8979997634887695,7.8979997634887695,693616.0,KLM
2024-08-29,5.791999816894531,5.9079999923706055,5.789999961853027,5.900000095367432,5.900000095367432,4250886.0,Lufthansa
2024-08-29,302.0,303.0,298.25,300.5,300.5,25703034.0,Turkish
2024-08-30,7.9679999351501465,8.244000434875488,7.9679999351501465,8.222000122070312,8.222000122070312,1916188.0,KLM
2024-08-30,5.920000076293945,5.953999996185303,5.857999801635742,5.888000011444092,5.888000011444092,5924554.0,Lufthansa
2024-08-31,7.9679999351501465,8.244000434875488,7.9679999351501465,8.222000122070312,8.222000122070312,1916188.0,KLM
2024-08-31,5.920000076293945,5.953999996185303,5.857999801635742,5.888000011444092,5.888000011444092,5924554.0,Lufthansa
2024-09-01,7.9679999351501465,8.244000434875488,7.9679999351501465,8.222000122070312,8.222000122070312,1916188.0,KLM
2024-09-01,5.920000076293945,5.953999996185303,5.857999801635742,5.888000011444092,5.888000011444092,5924554.0,Lufthansa